File Index,Similarity
1,64.70588235294117
2,64.70588235294117
3,76.47058823529412
4,76.47058823529412
5,76.47058823529412
6,76.47058823529412
7,76.47058823529412
8,76.47058823529412
9,76.47058823529412
10,76.47058823529412
11,76.47058823529412
12,76.47058823529412
13,76.47058823529412
14,76.47058823529412
15,76.47058823529412
16,76.47058823529412
17,76.47058823529412
18,76.47058823529412
19,76.47058823529412
20,76.47058823529412
21,76.47058823529412
22,76.47058823529412
23,76.47058823529412
24,76.47058823529412
25,76.47058823529412
26,76.47058823529412
27,76.47058823529412
28,76.47058823529412
29,76.47058823529412
30,76.47058823529412
31,76.47058823529412
32,76.47058823529412
33,76.47058823529412
34,76.47058823529412
35,76.47058823529412
36,76.47058823529412
37,76.47058823529412
38,76.47058823529412
39,76.47058823529412
40,76.47058823529412
41,76.47058823529412
42,76.47058823529412
43,76.47058823529412
44,76.47058823529412
45,76.47058823529412
46,76.47058823529412
47,76.47058823529412
48,76.47058823529412
49,76.47058823529412
50,76.47058823529412
51,76.47058823529412
52,76.47058823529412
53,76.47058823529412
54,76.47058823529412
55,76.47058823529412
56,76.47058823529412
57,76.47058823529412
58,76.47058823529412
59,76.47058823529412
60,76.47058823529412
61,76.47058823529412
62,76.47058823529412
63,76.47058823529412
64,76.47058823529412
65,76.47058823529412
66,76.47058823529412
67,76.47058823529412
68,76.47058823529412
69,76.47058823529412
70,76.47058823529412
71,76.47058823529412
72,76.47058823529412
73,76.47058823529412
74,76.47058823529412
75,76.47058823529412
76,76.47058823529412
77,76.47058823529412
78,76.47058823529412
79,76.47058823529412
80,76.47058823529412
81,76.47058823529412
82,76.47058823529412
83,76.47058823529412
84,76.47058823529412
85,76.47058823529412
86,76.47058823529412
87,76.47058823529412
88,76.47058823529412
89,76.47058823529412
90,76.47058823529412
91,76.47058823529412
92,76.47058823529412
93,76.47058823529412
94,76.47058823529412
95,76.47058823529412
96,76.47058823529412
97,76.47058823529412
98,76.47058823529412
99,76.47058823529412
100,76.47058823529412
101,76.47058823529412
102,76.47058823529412
103,76.47058823529412
104,76.47058823529412
105,76.47058823529412
106,76.47058823529412
107,76.47058823529412
108,76.47058823529412
109,76.47058823529412
110,76.47058823529412
111,76.47058823529412
112,76.47058823529412
113,64.70588235294117
114,76.47058823529412
115,76.47058823529412
116,76.47058823529412
117,76.47058823529412
118,76.47058823529412
119,76.47058823529412
120,76.47058823529412
121,76.47058823529412
122,76.47058823529412
123,76.47058823529412
124,76.47058823529412
125,76.47058823529412
126,76.47058823529412
127,76.47058823529412
128,76.47058823529412
129,76.47058823529412
130,76.47058823529412
131,76.47058823529412
132,76.47058823529412
133,76.47058823529412
134,76.47058823529412
135,76.47058823529412
136,76.47058823529412
137,76.47058823529412
138,76.47058823529412
139,76.47058823529412
140,76.47058823529412
141,76.47058823529412
142,76.47058823529412
143,76.47058823529412
144,76.47058823529412
145,76.47058823529412
146,76.47058823529412
147,76.47058823529412
148,76.47058823529412
149,76.47058823529412
150,76.47058823529412
151,76.47058823529412
152,76.47058823529412
153,76.47058823529412
154,76.47058823529412
155,76.47058823529412
156,76.47058823529412
157,76.47058823529412
158,76.47058823529412
159,76.47058823529412
160,76.47058823529412
161,76.47058823529412
162,76.47058823529412
163,76.47058823529412
164,76.47058823529412
165,76.47058823529412
166,76.47058823529412
167,76.47058823529412
168,76.47058823529412
169,76.47058823529412
170,76.47058823529412
171,76.47058823529412
172,76.47058823529412
173,76.47058823529412
174,76.47058823529412
175,76.47058823529412
176,76.47058823529412
177,76.47058823529412
178,76.47058823529412
179,76.47058823529412
180,76.47058823529412
181,76.47058823529412
182,76.47058823529412
183,76.47058823529412
184,76.47058823529412
185,76.47058823529412
186,76.47058823529412
187,76.47058823529412
188,76.47058823529412
189,82.35294117647058
190,82.35294117647058
