File Index,Similarity
1,94.11764705882352
2,94.11764705882352
3,94.11764705882352
4,41.17647058823529
5,41.17647058823529
6,41.17647058823529
7,41.17647058823529
8,41.17647058823529
9,47.05882352941176
10,47.05882352941176
11,47.05882352941176
12,47.05882352941176
13,47.05882352941176
14,94.11764705882352
15,47.05882352941176
16,47.05882352941176
17,47.05882352941176
18,47.05882352941176
19,47.05882352941176
20,58.82352941176471
21,58.82352941176471
22,82.35294117647058
23,82.35294117647058
24,88.23529411764706
25,94.11764705882352
26,88.23529411764706
27,88.23529411764706
28,88.23529411764706
29,88.23529411764706
30,82.35294117647058
31,82.35294117647058
32,82.35294117647058
33,82.35294117647058
34,82.35294117647058
35,82.35294117647058
36,94.11764705882352
37,82.35294117647058
38,82.35294117647058
39,82.35294117647058
40,82.35294117647058
41,82.35294117647058
42,82.35294117647058
43,82.35294117647058
44,82.35294117647058
45,82.35294117647058
46,82.35294117647058
47,94.11764705882352
48,82.35294117647058
49,82.35294117647058
50,82.35294117647058
51,82.35294117647058
52,82.35294117647058
53,82.35294117647058
54,82.35294117647058
55,82.35294117647058
56,82.35294117647058
57,82.35294117647058
58,94.11764705882352
59,82.35294117647058
60,82.35294117647058
61,82.35294117647058
62,82.35294117647058
63,82.35294117647058
64,88.23529411764706
65,88.23529411764706
66,88.23529411764706
67,88.23529411764706
68,88.23529411764706
69,94.11764705882352
70,88.23529411764706
71,88.23529411764706
72,88.23529411764706
73,88.23529411764706
74,88.23529411764706
75,88.23529411764706
76,88.23529411764706
77,88.23529411764706
78,88.23529411764706
79,88.23529411764706
80,94.11764705882352
81,88.23529411764706
82,88.23529411764706
83,88.23529411764706
84,88.23529411764706
85,88.23529411764706
86,88.23529411764706
87,88.23529411764706
88,88.23529411764706
89,88.23529411764706
90,88.23529411764706
91,94.11764705882352
92,88.23529411764706
93,88.23529411764706
94,88.23529411764706
95,88.23529411764706
96,88.23529411764706
97,88.23529411764706
98,88.23529411764706
99,88.23529411764706
100,88.23529411764706
101,88.23529411764706
102,94.11764705882352
103,88.23529411764706
104,88.23529411764706
105,88.23529411764706
106,94.11764705882352
107,94.11764705882352
108,94.11764705882352
109,94.11764705882352
110,94.11764705882352
111,94.11764705882352
112,94.11764705882352
113,94.11764705882352
114,94.11764705882352
115,94.11764705882352
116,94.11764705882352
117,94.11764705882352
118,94.11764705882352
119,94.11764705882352
120,94.11764705882352
121,94.11764705882352
122,94.11764705882352
123,94.11764705882352
124,94.11764705882352
125,94.11764705882352
126,94.11764705882352
127,94.11764705882352
128,94.11764705882352
129,94.11764705882352
130,94.11764705882352
131,94.11764705882352
132,94.11764705882352
133,94.11764705882352
134,94.11764705882352
135,94.11764705882352
136,94.11764705882352
137,94.11764705882352
138,94.11764705882352
139,94.11764705882352
140,94.11764705882352
141,94.11764705882352
142,94.11764705882352
143,94.11764705882352
144,94.11764705882352
145,94.11764705882352
146,94.11764705882352
147,88.23529411764706
148,94.11764705882352
149,94.11764705882352
150,94.11764705882352
151,94.11764705882352
152,94.11764705882352
153,94.11764705882352
154,94.11764705882352
155,94.11764705882352
156,94.11764705882352
157,94.11764705882352
158,88.23529411764706
159,94.11764705882352
160,94.11764705882352
161,94.11764705882352
162,94.11764705882352
163,94.11764705882352
164,94.11764705882352
165,94.11764705882352
166,94.11764705882352
167,94.11764705882352
168,94.11764705882352
169,88.23529411764706
170,94.11764705882352
171,94.11764705882352
172,94.11764705882352
173,94.11764705882352
174,94.11764705882352
175,94.11764705882352
176,94.11764705882352
177,94.11764705882352
178,94.11764705882352
179,94.11764705882352
180,88.23529411764706
181,94.11764705882352
182,94.11764705882352
183,94.11764705882352
184,94.11764705882352
185,94.11764705882352
186,94.11764705882352
187,94.11764705882352
188,94.11764705882352
189,94.11764705882352
190,94.11764705882352
191,88.23529411764706
192,94.11764705882352
193,94.11764705882352
194,94.11764705882352
195,94.11764705882352
196,94.11764705882352
197,94.11764705882352
198,94.11764705882352
199,94.11764705882352
200,94.11764705882352
201,94.11764705882352
202,88.23529411764706
203,94.11764705882352
204,94.11764705882352
205,94.11764705882352
206,94.11764705882352
207,94.11764705882352
208,94.11764705882352
209,94.11764705882352
210,94.11764705882352
211,94.11764705882352
212,94.11764705882352
213,88.23529411764706
214,94.11764705882352
215,94.11764705882352
216,94.11764705882352
217,94.11764705882352
218,94.11764705882352
219,94.11764705882352
220,94.11764705882352
221,94.11764705882352
222,94.11764705882352
223,94.11764705882352
224,94.11764705882352
225,88.23529411764706
226,100.0
227,100.0
228,100.0
229,100.0
230,100.0
231,100.0
232,100.0
233,100.0
234,100.0
235,100.0
236,88.23529411764706
237,100.0
238,100.0
239,100.0
240,100.0
241,100.0
242,100.0
243,100.0
244,100.0
245,100.0
246,100.0
247,88.23529411764706
248,100.0
249,100.0
250,100.0
251,100.0
252,100.0
253,100.0
254,100.0
255,100.0
256,100.0
257,94.11764705882352
258,88.23529411764706
259,94.11764705882352
260,94.11764705882352
261,94.11764705882352
262,94.11764705882352
263,94.11764705882352
264,94.11764705882352
265,94.11764705882352
266,94.11764705882352
267,94.11764705882352
268,94.11764705882352
269,88.23529411764706
270,94.11764705882352
271,94.11764705882352
272,94.11764705882352
273,94.11764705882352
274,94.11764705882352
275,94.11764705882352
276,94.11764705882352
277,94.11764705882352
278,88.23529411764706
279,88.23529411764706
280,88.23529411764706
281,88.23529411764706
