File Index,Similarity
1,88.23529411764706
2,88.23529411764706
3,88.23529411764706
4,76.47058823529412
5,76.47058823529412
6,76.47058823529412
7,76.47058823529412
8,76.47058823529412
9,76.47058823529412
10,76.47058823529412
11,76.47058823529412
12,76.47058823529412
13,76.47058823529412
14,88.23529411764706
15,82.35294117647058
16,82.35294117647058
17,82.35294117647058
18,82.35294117647058
19,82.35294117647058
20,82.35294117647058
21,76.47058823529412
22,76.47058823529412
23,82.35294117647058
24,82.35294117647058
25,88.23529411764706
26,82.35294117647058
27,82.35294117647058
28,88.23529411764706
29,82.35294117647058
30,82.35294117647058
31,82.35294117647058
32,88.23529411764706
33,88.23529411764706
34,88.23529411764706
35,88.23529411764706
36,88.23529411764706
37,88.23529411764706
38,88.23529411764706
39,88.23529411764706
40,82.35294117647058
41,82.35294117647058
42,82.35294117647058
43,82.35294117647058
44,82.35294117647058
45,82.35294117647058
46,82.35294117647058
47,88.23529411764706
48,82.35294117647058
49,82.35294117647058
50,82.35294117647058
51,82.35294117647058
52,82.35294117647058
53,82.35294117647058
54,82.35294117647058
55,82.35294117647058
56,82.35294117647058
57,88.23529411764706
58,88.23529411764706
59,88.23529411764706
60,88.23529411764706
61,88.23529411764706
62,88.23529411764706
63,88.23529411764706
64,88.23529411764706
65,88.23529411764706
66,88.23529411764706
67,88.23529411764706
68,88.23529411764706
69,88.23529411764706
70,88.23529411764706
71,88.23529411764706
72,88.23529411764706
73,88.23529411764706
74,88.23529411764706
75,88.23529411764706
76,88.23529411764706
77,88.23529411764706
78,88.23529411764706
79,88.23529411764706
80,88.23529411764706
81,88.23529411764706
82,88.23529411764706
83,88.23529411764706
84,88.23529411764706
85,88.23529411764706
86,88.23529411764706
87,88.23529411764706
88,88.23529411764706
89,88.23529411764706
90,88.23529411764706
91,88.23529411764706
92,88.23529411764706
93,88.23529411764706
94,88.23529411764706
95,88.23529411764706
96,88.23529411764706
97,88.23529411764706
98,88.23529411764706
99,88.23529411764706
100,88.23529411764706
101,88.23529411764706
102,88.23529411764706
103,88.23529411764706
104,88.23529411764706
105,88.23529411764706
106,88.23529411764706
107,88.23529411764706
108,88.23529411764706
109,88.23529411764706
110,88.23529411764706
111,88.23529411764706
112,88.23529411764706
113,88.23529411764706
114,88.23529411764706
115,88.23529411764706
116,88.23529411764706
117,88.23529411764706
118,88.23529411764706
119,88.23529411764706
120,88.23529411764706
121,88.23529411764706
122,88.23529411764706
123,88.23529411764706
124,88.23529411764706
125,88.23529411764706
126,88.23529411764706
127,88.23529411764706
128,88.23529411764706
129,88.23529411764706
130,88.23529411764706
131,88.23529411764706
132,88.23529411764706
133,88.23529411764706
134,88.23529411764706
135,88.23529411764706
136,88.23529411764706
137,88.23529411764706
138,88.23529411764706
139,88.23529411764706
140,88.23529411764706
141,88.23529411764706
142,88.23529411764706
143,88.23529411764706
144,88.23529411764706
145,88.23529411764706
146,88.23529411764706
147,88.23529411764706
148,88.23529411764706
149,88.23529411764706
150,88.23529411764706
151,88.23529411764706
152,88.23529411764706
153,88.23529411764706
154,88.23529411764706
155,88.23529411764706
156,88.23529411764706
157,88.23529411764706
158,88.23529411764706
159,88.23529411764706
160,88.23529411764706
161,88.23529411764706
162,88.23529411764706
163,88.23529411764706
164,88.23529411764706
165,88.23529411764706
166,88.23529411764706
167,88.23529411764706
168,88.23529411764706
169,88.23529411764706
170,88.23529411764706
171,88.23529411764706
172,88.23529411764706
173,88.23529411764706
174,88.23529411764706
175,88.23529411764706
176,88.23529411764706
177,88.23529411764706
178,88.23529411764706
179,88.23529411764706
180,88.23529411764706
181,88.23529411764706
182,88.23529411764706
183,88.23529411764706
184,88.23529411764706
185,88.23529411764706
186,88.23529411764706
187,88.23529411764706
188,88.23529411764706
189,88.23529411764706
190,88.23529411764706
191,88.23529411764706
192,88.23529411764706
193,88.23529411764706
194,88.23529411764706
195,88.23529411764706
196,88.23529411764706
197,88.23529411764706
198,88.23529411764706
199,88.23529411764706
200,88.23529411764706
201,88.23529411764706
202,88.23529411764706
203,88.23529411764706
204,88.23529411764706
205,88.23529411764706
206,88.23529411764706
207,88.23529411764706
208,88.23529411764706
209,88.23529411764706
